review,sentiment
"Woody Allen, when at his best, has one of the sharpest pens around. He can make an acute observation and wrap it around a punch line like nobody else. However, when he's at his worst his movies can stench of pretentiousness. Unfortunately, ""Melinda and Melinda"" has this stench from opening to closing. The set up is one of his more intriguing ideas in a while. Four friends sit in a restaurant discussing whether the essence of life is comedy or drama. To help settle the argument, one man relates the beginning of a story and asks the two other men arguing (one a comic playwright, the other a dramatic playwright) whether the story is a comedy or a tragedy. The two men then continue the story and the movie plays out the stories that they weave. Now, when I first heard about this film, my understanding was that they tell the exact same story, the genre (comedy or drama) only changes by how you look at it. Now that would have been interesting. However, the stories only share one main element and a few side elements. They are entirely different stories with major plot differences. The drama is so stiffly scripted and pretentious that it can only really work as self-parody. If this was the point, then it failed because these elements prevent the audience from feeling any emotional investment in any of the characters. The comedy is the story that has moments of success, but they are still short and fleeting. Will Farrell is obviously meant to be the stand-in for Woody, but he could have played this character so much more believably without adding Woody's stutters and hand-ticks. Woody is the best at being Woody. When someone else tries, they're not playing a character, they are modeling a recognizable actor. This type of thing only pulls the audience out of the story.<br /><br />My favorite Woody Allen movies make me leave the theater a little bit lighter in spirit than I walked in. This one made me wish I could get my money back.",negative
"How i deserved to watch this crap??? Worst ever. The acting was awful, when i read that this was a comedy i expected at least to smile, once - or twice, but.... If you are wiling to loose hour and a half of your lives, this is the right movie. I recommend just look in a wall or something, anything else but watch this ""film"". Yoy can even watch a documentary (if you are a guy) about pregnant women, i guarantee it will be more entertaining :)The actor in this one (i forgot his name) is not that bad, and i am surprised how hi accepted the role. Anyway ""I want someone to eat cheese with"" is the right film if you want to punish someone.",negative
"I read a couple of good reviews on this board for ""Mr. Scarface"", but for anyone uninitiated in the genre of Italian gangster films like myself, the picture will probably make very little sense. Indeed, after the initial setup involving the ten million lira scam, the picture devolved into a fairly routine revenge flick with a minor twist in the identity of Rick's (Al Cliver) character. The whole gang war plot got muddied up for me with the inclusion of Vinchenzo Napoli (Vittorio Caprioli), but as most other viewers commented, he's about the only one who gave this picture any life with his often ineffective attempts at violence. I found it somewhat unbelievable that Manzari's goons who chased Tony through the streets didn't actually stroke out before Tony even laid a hand on them. For all of his buildup as the title character, Jack Palance was wasted rather unceremoniously in an anticlimactic near finale, making the U.S. working title, ""Mr. Scarface"", rather moot. I've seen enough spaghetti Westerns to know that they don't all work; I guess in this case, my first look at a spaghetti gangster flick didn't quite make it either.",negative
"Wow, I can't believe i'm the first and only one to post a comment on this great movie.<br /><br />Although the movie itself seemed interesting enough the real thing that attracted me to this one is Matt lillard, granted most people probably either think he's too caffeine happy or just plain sucks but we're both the same age and from the same generation and i've watched this guy so many times that he's one of my favorites now. This is one of the few movies where he is the big shot and main star kind of like in SLC Punk, another great Lillard film.<br /><br />Baiscally this is storywise your usual heist movies but with more twists than anything, which start to amount to craziness. Also very notable in this movie is another great actor named vincent D'onofrio, a very under appreciated person in the film industry. The woman in the movie is a newcomer and she isn't too bad although you know they hired her mainly for her accent and the nude scene =)<br /><br />It's a game of jack vs jill vs bob as each want to reap the rewards but share with no one. They all try to get eachother to kill off the other and it's a timebomb waiting to explode. Matt shows his true prowess as the scheming JAck who initially starts the whole scheme. Vincent and woman play a couple of art thieves who are in need of money due to a lack of business. Vince's character is a bit deranged and skitz's throughout the movie but that only add to the intensity of the film.<br /><br />The surprises left and right are well welcomed and the ending is very non cliche and makes you feel happy, well maybe that depends on the type of endings you like. This movie kept me very interested besides the fact Matt was in it, it's a great movie and i'd highly recommend it to anyone who likes movies. Critic's probably won't like this movie, but they don't watch movies cause they like movies anyway.",positive
"Nominated for the oscar ""worst script ever"" in my opinion. There's no decent story, rediculous acting, VERY lousy humor. By every means possible, if you have little self respect please don't waste your time seeing this movie. Although u can see the actors CAN act, it leaves you dumber after watching it. Precious braincells are being killed watching this crap...<br /><br />i warned u<br /><br />DON'T SEE THIS MOVIE",negative
"1 out of 10.<br /><br />This is the kind of movie that you cant believe you just wasted 2 hours of your life as you see the credits role. I honestly think I could make a better Vampire movie.... and I know nothing. The only thing that does not just suck (harder than a Vampire) is Jason Scott Lee.... his character is at least a little bit cool, has some mystery, and kicks a little butt.",negative
"-may contain spoilers-<br /><br />Clearly, who ever made this film must have had a lot of connections. I just can't see it any other way. What really surprises me is no one used the name Allen Smithee, and more surprising, everyone involved didn't use this name.<br /><br />Anyhow, where to begin. The bad dialogue, the crummy costumes, the sorry looking film stock, the unintentional comedy, the over-the-top characters, and more inconsistencies than George W. Bush's college career. I don't know what was funnier, the guy losing his arm because of a snowball, or the slow motion scene where all the baby Jack Frosts' were getting killed. Also, one of the great lines of all time was uttered in this film. ""How do we know it's him?"" Like there's another mutant snowman who can talk and kill people with snowballs! A great camp film, but a very bad film overall.",negative
"Fame, I think, was the best movie that I have ever seen. In ways it was funny and dramatic, but that is what makes a movie. True, it has a few loose ends, actually a lot, but I still think that it is a terrific movie. Some of the funny things happen in the audition at the beginning of the movie. I think it is hilarious when the girl tries to act out O.J. Simpson in ""The Towering Inferno"" and Raul/Ralph goes around to every art department saying that his father was great at every one. He says that his dad danced with the Rockets and left Ralph his tap shoes. The Rockets, as far as I know, are made up of women. And the tap shoes were just regular shoes with bottle caps on the bottom. Also the guy who read the lines of Juliet in the Romeo and Juliet play was funny. One thing about the movie that just turns me on is the music. I have never heard anything like it!!! My favorite song is ""I Sing the Body Electric"" and my second is the theme song itself ""Fame"". Irene Cara has a great voice and is a great actress. I like the way the movie focused on many ethnic groups. It showed all of the kinds of people there actually are in what is now called ""La Guardia School of the Performing Arts"". This movie showed the triumphs and trials of many young performers, including Angelo, Doris, Bruno, Coco, Montgomery, Ralph, Leroy, Hilary, and Liza. They all had a hard time, but made it their own way. This movie could have added on about another 30-45 minutes (before the graduation), but it is still my favorite movie no matter what!!!!",positive
"This movie should be called ""plan 9 from joseph smith."" i think its weirdness is underappreciated. the playwright seems to have read paul ehrlich's ""the population bomb (1968),"" and crafted a musical response made especially for mormons. the whole point of the play is that having as many children as you can is part of ""heavenly father's"" (god's) plan. and anything that stands in the way of having more babies is very bad. get it?<br /><br />This version was filmed in 1989, which is confusing. it's utah, so it looks and feels like 1983, the play was actually written in 1973, and of course, the theology is part 1840's, part battlestar galactica. some of the action takes place on earth and some in the ""pre-existence, an aimless romper-room where annoying kids wait to get their bodies so they can come down try not to slam the door on the missionaries, losing their shot at celestial glory.<br /><br />it is as stagey as they come, but don't let the poor theatrics spoil your appreciation for this demented mormon universe where the 'cool kids' are all into population control, (presumably) counseling their parents not to have any more children!! having big families was, at the time the play was written, the cultural norm in the lds community, and more importantly, considered part of God's plan. the church has since done a 180, and have made family planning a choice of the parents, and large families are much less the cultural norm now. making the entire doctrinal premise of the movie for a modern-day mormon moot!<br /><br />ahhh but it's really only as good as the music. there are some catchy tunes here that just won't let this movie die the 1970's death it was pre-destined for. the brother and sister sing some love songs to each other that make you wonder if maybe something else was going on there --wink. and the tough, cool kids make new kids on the block look like metallica. so cheers to all that! gather the family around, make some jell-o shooters and enjoy the show!<br /><br />",negative
"I have been a Mario fan for as long as I can remember, I have very fond memories of playing Super Mario World as a kid, this game has brought back many of those memories while adding something new. Super Mario Galaxy is the latest installment in the amazing Mario franchise. There is much very different about this game from any other Mario before it, while still keeping intact the greatest elements of Mario, the first noticeable difference is that the story takes place in space.<br /><br />The story begins much like any other Mario game, Mario receives a letter from Princess Peach inviting him to a celebration at her castle in the Mushroom Kingdom. Upon arriving at Peach's castle Mario finds Bowser and his son (Bowser Jr.) attacking the castle with their airships. Bowser kidnaps Princess Peach and then lifts her castle up into space. In the midst of the castle being lifted into space Mario falls off and lands on an unknown planet. Mario is found by a talking star named Luma and is taken back to the Luma's home, a floating space station, here Mario meets many other Lumas and also meets their leader, a woman named Rosalina. Rosalina tells Mario that Bowser has taken away the space station's Power Stars and scattered them across the universe, it is up to Mario to help the Lumas find them and save Peach, thus the adventure begins.<br /><br />The way you play the game is by flying from the space station to other galaxies, each galaxy consists of multiple planets that Mario travels amongst in levels via these shooting stars to retrieve the Power Stars. Mario can at many times walk all the way around planets without losing gravity, some planets are small and others are big, many planets are similar to classic Mario environments. The best thing about the game are the controls, all of the stuff like jumping and such is still the same, but the wiimote is used in many unique ways in this game. You shake the remote Mario will perform a spin that is used as the primary attack in the game, and it will as well activate the shooting stars. You can also point the remote at the screen and use the pointer to fire star bits at enemies or objects in the environment. Then there is the graphics, these are by far the best graphics on the Wii, it is just so hard to describe how great this game looks, you could probably almost say it looks as good as some 360 games.<br /><br />My only minor gripes is that the going upside down effect takes some getting used to, and also the story is pretty weak. The worst part is that you lose all of your lives when you turn off the game, no matter how many you had when you last quit you restart at 4 lives. Still these minor problems aside it's a superb game that is highly entertaining and is very challenging. This is the type of game that we've been waiting for on the Wii.<br /><br />A perfect 10 out of 10!",positive
"Oh my lord, what were they thinking about with this one. It not only is frantically unfunny, but worse, a very good original was trashed in the bargain. Jane Fonda, believe it or not, actually turned in the performance of her life in that one. Even better than where she plays the whore in the other so called performance of her life. Maybe she is just flat good as a crook. Any other time, wow, what a waste of time. But she and Segal team up beautifully, so if you even remotely got a glimpse of anything funny in this baby, catch the anvil upon which it got beaten into a pulp from.<br /><br />Because very very very little of that one remains, to this ones horror. Nothing in this baby is remotely funny except for maybe a couple of moments when Dick and Jane are bulging lipped up as lepers and cant kiss..... and uhh........oh my lord, that's it? Well, looks like it. <br /><br />It truly is that bad a film.",negative
"This film is mildly entertaining if one neglects to acknowledge its numerous incongruities of plot and sheer lack of believability. Bruce Willis as ""The Jackal"" never seems to live up to his reputation as a cunning mastermind of the underworld. Instead, he bumbles about in broad daylight, parading a mishmash of shoddy disguises. Why this man has never been captured before (or even identified) is beyond me. Not once is the audience impressed by his cleverness or daring; considering the price he demands for his services (an exorbitant $70 million), his methods are decidedly low-budget and stupid.<br /><br />As for those in pursuit of him, they are at least as ridiculous in their behavior. They show no sense of expertise, instead relying on half-baked conjecture which sends them traversing across the country at their whim. Incredibly, these far-fetched guesses (maybe he bought a boat, maybe he's in Chicago, etc etc) invariably lead them straight to the Jackal, who yet again escapes their clumsy grasp.<br /><br />Richard Gere, whose Irish accent fades in and out like a distant radio station, plays the inexplicable role of an imprisoned convict who is released from jail to work alongside the FBI. He actually makes a compatible partner, if only because his means are as amateurish and inept as his professional pals. At one point, he actually confronts the infamous Jackal, but unfortunately the FBI, although they trust him enough to leave him out of their sight, fail to equip him with a weapon or any means of communication. What kind of operation are they running here?<br /><br />The film also appears overly reliant on gruesome violence, which is entirely superfluous and provides no suspense whatsoever. The supposedly stealthy Jackal acts more like a demented and senseless serial killer, eliminating people for sport and writing on a victim's cheek with blood.<br /><br />The film's action scenes are both predictable and unrealistic, and many moments are ruined with melodrama. This movie is poorly executed on many levels, the one bright spot being the ever consistent Sidney Poitier. Avoid this movie if you are in the mood to think as you watch it.<br /><br />",negative
"What the *bliep* is it with this movie? Couldn't they fiend a better script? All in all a 'nice' movie, but... it has been done more than once... Up till the end I thought it was okay, but... the going back to the past part... *barf* SO corny... Was waiting for the fairy god mother to appear... but wow, that didn't happen... which is good.<br /><br />I loved Big with Tom Hanks, but to see such a movie in a new form with another kid who wished that he/she is older/bigger; that just is so pasé<br /><br />Just watch till it comes out on TV. Don't get me wrong, but it ain't all that",negative
"This is the Columbo that got directed by Steven Spielberg at an early point in his career. It's nothing sensational but some small hint of great things to come for Spielberg can be seen in this movie. The movie is basically in the same style as most of Spierlberg's '70's movies and TV works. So that means that some characters tend to show some quirkiness's and no I'm not just talking about the Columbo character alone. The kind of character quirkiness which perhaps can be best seen in the 1975 Spielberg movie ""Jaws"". But other than some small hints of typical early Spielberg elements, you can't call this movie the work of- and fine example of a rising director star. Not that its bad, of course it isn't but as I said earlier, it also isn't anything too sensational.<br /><br />This movie began really well and very promising but after it's fine opening, in which as always the murder occurred, the movie became sort of more slow and also dull to watch. Dull because it's mostly a Columbo movie by the book that doesn't have real memorable moments in it, not dull because it's a boring movie to watch.<br /><br />The murder itself was quite ingenious and the concept of having a crime story writer murdering his writing partner showed some great and interesting potential. The story however didn't really explored all of its possibilities. At least that's the feeling this movie left me with.<br /><br />The movie was still a good one to watch nevertheless thanks to the character of Jack Cassidy, who thinks he's smarter then Columbo, due to his mystery/crime writing experience and tries to give him all kinds of possible hints, leading away from himself. But of course Columbo knows better and he is his number one suspect from the first moment on but he as usual plays the game along.<br /><br />The movie does have a good overall style and uses some fine camera position and editing. Funny to see that also most of this was all mostly consistent with Spielberg's later work, especially some of the camera-angles.<br /><br />A fine and perfectly watchable Columbo movie but don't let the name of Spielberg attached to it rise your expectations for it too highly.<br /><br />7/10",positive
"I don't know how expensive was the creation of this movie but the effects were awful. Half of the movie was filmed on stage in front of a movie canvas (that's sure that blue box wouldn't look so artificial). When they traveled on a boat, the background canvas was moved imitating the movement of waves but the characters weren't moving. The CGI effects: terrible (I am not sure but I guess the effect were created with Paint and made a GIF sequence of them - next time the creators should hire a professional CGI maker team). It looks like the CGI creator would have drawn on the picture strip with shaky hands. Awful, that's sure. When I first saw the trailer, I thought it was created in 1983. One of my friend told me the correct date: 2005. My jaw dropped, I was so shocked, I thought he was kidding. People, I recommend you to skip this movie, the story is also twisted, you won't enjoy it.",negative
"I wasn't really hoping for much when I went to see this. After Mst3king the heck out of JasonX with some friends though, I was hoping for a similar experience here.<br /><br />Unfortunately the movie took itself way too seriously. Do I care about Jason's problems? I'm sorry no. There are a legion Ft13th movies that cover that anyway. At at then end of the day, he's an undead serial killer, I'm just not going to get that sympathetic.<br /><br />Freddy was by far the most interesting aspect of the movie with the hallucinations and what not, but unfortunately they were few and far between and by the end of the movie, it had degenerated into a bad episode of celebrity deathmatch...only not funny.<br /><br />",negative
"I was particularly moved by the understated courage and integrity of l'Anglaise, in this beautifully acted, intellectually and visually compelling film. Thank you so much, Monsieur le directeur Rohmer.",positive
"I watched Love Life on holiday, when it was filmed at a film festival in Florida. It was a lovely surprise to find a British film that wasn't derivative or exploitive. A beautiful romantic comedy for a change that will charm the pants of audiences prepared to sit back and enjoy the gentle pace of the film. The transitions between scenes I found a bit distracting, but as whole I think Love Life is a winner, a ruby in the dust. One for all the family. A pleasant change to see a British film for teen audiences that isn't littered with four letter words. Try and see it.",positive
"Within the first 5 minutes of this movie I knew I was in for one of those ""pick at the faults"" kinda movie. The acting was terrible, the script was even worse. Who ever let these people write write such crap for a movie need to be feed the Komodo's themselves. With Russian Mig jets posing as U.S. Air Force jets, and pistols that can miraculously shoot 50 - 60 rounds rapid fire without reloading is poor detail to any story. In one scene komodo are killing special forces troops at night, while in another they are explaining how the komodos and cobras are cold blooded and don't come out night!!!! Also with fantastic special effects available in today's movie industry, they were only average even for this low budget movie.<br /><br />All that being said, I did watch it to the end curious as to what other wonders bad film making could produce. Shame Shame Shame, for producing such rot!!!<br /><br />This movie should have been left on the cutting room floor!!!",negative
"The only real highlight in the movie is the death of the sniveling guy and the reaction of the surviving characters to it.<br /><br />In every other way, this film is a very lame rip-off of Jaws, Lake Placid, and Alligator, with a little bit of Godzilla (1998) thrown in.<br /><br />As is standard for a 1990's-style horror movie, the two non-starring females each take their clothes off at least once. The female lead doesn't, since she obviously has a better agent. <br /><br />The whole movie surrounds the filming of a really dumb extreme sport called blood surfing, in which surfers cut themselves and surf in shark-infested waters. In this film, a giant salt-water crocodile also happens to be in the area. People get eaten. The movie ends.<br /><br />I don't mind a bad horror movie, but I really hate a dull bad horror movie, which this definitely is.",negative
"Only Connery could bring that particular style with a line like that Fatima crashes into Bond's arms when she water-skis up to the super agent in Nassau and apologizes, 'Oh, how reckless of me. I made you all wet.' The super agent replies, 'Yes, but my martini is still dry.'<br /><br />Barbara Carrera makes a great villain, stealing the show as SPECTRE executioner Fatima Blush Fatima is number 12 in the SPECTRE chain of command, and is a gorgeous assassin who takes intense sensations of pleasure in killing <br /><br />Fatima assumes all the deadly characteristics of Fiona, proving to be one of Bond's toughest adversaries She is a victim of her vanity She's good at what she does, and wants the world to know it But her vanity is her downfall Using every possible approach to eliminate 007, Fatima is a wild and cunning woman who makes love to the man she is about to kill <br /><br />Austrian actor Klaus-María Brandauer (Largo) does not make a very formidable opponent for 007 Referred to as number one in the SPECTRE chain of command, Largo resides in the Bahamas, and travels aboard his super yacht, the Flying Saucer <br /><br />Max Von Sydow becomes the fourth actor to appear as SPECTRE chief Ernst Stavro Blofeld, once more plotting to put the world at ransom <br /><br />Kim Basinger takes the part once owned by the lovely French actress Claudine Auger She is Domino, the mistress of Largo, who soon falls deeply in love with her rescuer <br /><br />Black actor Bernie Casey becomes the sixth actor to play CIA agent Felix Leiter after Jack Lord, Cec Linder, Rik Van Nutter, Norman Burton, and David Hedison...<br /><br />Edward Fox portrays the new, unsympathetic 'M.' Pamela Salem is the third actress to play Miss Moneypenny. Lois Maxwell was the first and Barbara Bouchet was the second.<br /><br />Valerie Leon is the sexy lady in the Bahamas who fished 007 out of the blue water and saved his life by making love to him in her own room Valerie was the Sardinian hotel receptionist in 'The Spy Who loved Me' when Bond and Anya arrive seeking Stromberg<br /><br />Prunella Gee is Shrublands physical therapist Patricia Saskia Cohen Tanugi is Nicole, Bond's Secret Service contact in the South of France <br /><br />Gavan O'Herlihy is Jack Petachi, the U.S. Air Force communications officer who duplicates the President of the United States' 'eye print' and arms two cruise missiles with nuclear warheads <br /><br />Rowan Atkinson is the bumbling foreign officer Nigel Small-Fawcett; and Alec McCowen is Algernon, the armorer who provides 007 some formidable items <br /><br />If you like to see Connery playing a tense battle of wills, disguised as a masseur, attacked by robot-controlled sharks, giving away a considerable amount of money for a tango dance, thrown into a medieval dungeon, don't miss this second of only two ""unofficial"" James Bond films",positive
"Diagnosis Murder has been shown on most Weekday afternoons on BBC1 since I used to watch it while ill from School a good 10 years ago - I know I shouldn't really enjoy it, in the same way I shouldn't enjoy 'Murder she Wrote' but I'm totally addicted to both and even have the DVD box-sets....OK I know that's sad!<br /><br />Dick Van Dyke carries the show as he stars as Dr.Mark Sloan a Doctor at Community General Hospital in L.A who is also a Police consultant for the L.A.P.D. - his son Steve (Barry van Dyke - Dick's real life son) is a Police Officer, who needs his father's help on very many Suspicious deaths. <br /><br />Along for the ride is Dr.Amanda Bentley (Victoria Bentley) the resident Pathologist at Community General and for the first couple of seasons you had Scott Baio playing Dr.Jack Stewart, who upped and left the series in 1995 hoping to go on to bigger and better things...he should have stayed where he was, he hasn't done anything of note since....and his only theatrical appearance for many years was in Baby Geniuses 2:Superbabies....Oh Dear!!!<br /><br />anyhow Dr.Jack Stewart was replaced by the younger Dr.Jesse Travis played by Charlie Schlatter who stepped into Baio's shoes pretty comfortably.<br /><br />The series is highly implausible but what Whodunit series isn't? (Murder she wrote - everywhere Jessica goes, someone ends up dead, or The underrated Father Dowling Mysteries about a Murder solving Priest with nun sidekick)<br /><br />The series was much lighter up until 1997 this is because it had a supporting cast that included the bumbling Hospital Manager Norman Briggs played by Michael Tucci along with Nurse & Mark's secretary Dolores played by Delores Hall, After 1997 both these characters were no longer included and the series became a grittier affair with a bigger looking budget, some episodes included far more action, one episode the entire Hospital is blown up.<br /><br />This was a family show For the Van Dyke's because as well as Dick's Son Barry, you also had Dick's Daughter And all his Grandchildren making an appearance in various episodes. <br /><br />As the series went on it got a bit silly, one episode I remember Dick van Dike plays his entire family, which was a bit out of the ordinary, but on the Whole 'Diagnosis Murder' was a really good TV show which had numerous good Guest Stars.<br /><br />Since this show finished in 2001, Dick & Barry have appeared together again in the 'MURDER 101' series of TV Movies made by The Hallmark Channel, pretty much following the same path, and still enjoyable. Dick who's now in his mid 80's doesn't seem to change a great deal, and looks as if he'll be working till the bitter end.<br /><br />TV SHOW **** OUT OF *****",positive
"A gritty presentation of the decay of family values and human dignity in the wake of Soviet communism, Vasili Pichul's 1988 film Little Vera is a landmark film of modern Russian cinema. Pichul's brutal drama marks a strong departure from the images of sanitized idealism promoted in Soviet times (as in Aleksandrov's Circus), brashly moving the social chaos of his time into the public spotlight. A contemporary Ukrainian setting further intensifies the effect, first by the immediacy of the film to its time period, second by its utilization of a locale not only struggling for identity in lieu of a Soviet system, but also as a nation distinct from the Russian idiom that had dominated the U.S.S.R.<br /><br />Vera, the film's title character and protagonist, is a rebellious adolescent girl with a ""dysfunctional"" family including a hard-drinking father and a mother care-worn. Rejecting her would-be beau Andrei, Vera begins a destructive (and primarily sexual) relationship with a college student named Sergei. Despite her parents' dislike for the lazy Sergei, and despite Sergei's rude contempt for her parents, he moves into their cramped apartment. Tensions escalate until Vera's father drunkenly stabs Sergei. Vera must decide if she will stay loyal to her intolerable family by testifying her father acted in self-defense, or continue to support and defend the ever-detached Sergei. <br /><br />Unbearable in almost every imaginable way, Little Vera masterfully captures and communicates the inescapable void left in social life after the collapse of communism. The sexual aggressiveness of the film (it was the first film to show explicit sex) combined with the unrelenting presentation of social reality (a marked distinction from the socialist realism demanded by Stalin) effectively confronted the conditions of former-Soviet life. Most interesting, however, was public reception. While many wrote hate mail to the director and star, the film was wildly popular. Here the double-edged nature of ""film as social criticism"" emerges: if done correctly, the film will make the audience uncomfortable. Because no easy solution presents itself, some viewers will hate the film and filmmakers for ""bringing up"" the issue. Many films come to mind as somewhat comparable in this regard: Larry Clark's Kids, Harmony Korine's Gummo, even popular movie's such as John Hughes' Breakfast Club. <br /><br />I recommend this film to those viewers for whom the prospect of nearly two hours excruciating domestic conflict and social miasma is not overly daunting. The film is absolutely beautiful, and incredibly challenging. Despite the difficulties of watching the film, some moments within it are profoundly beautiful. Of course, the socio-historic and cultural significance of the film cannot be overlooked, and in fact operate as an even more assertive reason for watching this film.",positive
"My friend gives me these 3 huge boxes. ""They're laserdiscs of Flash Gordon serials,"" he says. ""I'm gonna have some giant coasters,"" I say. But not so. This serial rocks. (But I had to whine & moan to almost everyone I knew to find a laserdisc player for em).<br /><br />There is really a little of everything in this serial: There are lion-men, hawk-men, shark-men, Earthmen, & I guess you'd call em Mongo-men. The sets & costumes combine, Greek, Roman, Oriental, Egyptian and there's even armour like English knights. Awesome costumes. And some of it was a riot. Those horrible tights with shorts over em worn by Zarkov are beyond description. And the guys in the furnace scene seem to be wearing boxers.<br /><br />It's also funny the way they renamed the octopus to an octosack, the orangutan to orangapoid, and the tiger to a tigron. There's even a dragon (a Godzilla-like creature who threatens Flash on a couple of occasions before being killed off).<br /><br />You like the Invisible Man? This has got you covered. You like sword fights, wrestling (both animals & men), fist fights? Plenty for any taste. We have an underwater city, a sky city, a city on top of a mountain, and tonnes of secret passages and caves.<br /><br />Hokey effects? Massive amounts. The sky city is supported by radium furnaces stoked like old-time steamships. The rocketships are ""powered"" by fireworks and have constant backfires and/or humming noises. Lots of wires are visible holding things up (like food when Flash was invisible and of course rocketships). There's clouds out in space, but none around the earth when viewed from Mongo. ""Giant"" lizards show up briefly. Fighting sea creatures supposedly threaten Flash & co. on the way to the shark-men's underwater city. The ""gadgets"" in Dr. Zarkov's lab crack me up. And they seem to be the same ones no matter what lab he's in (he worked in Ming's lab and Vultan's).<br /><br />And yeah, we have romance. Everyone wants Dale; Ming, Vultan, Flash. But at least one person wanted Princess Aura (Prince Baron) just not the person she would have preferred. In fact, it seems a lot of the sub-plots concern intrigue on the part of Princess Aura to try to win Flash.<br /><br />Man I think the characters are awesome. That fat, horse-laughing, King Vultan was hilarious. How he managed those wings was pure artistry. And Ming! What can I say about Ming? He was perfect. They should have had him for the emperor in Starwars. Ming has got to be my favourite character in this serial. Princess Aura was quite a little character too. And she pulled it off nicely. I think she's a better actress than Dale Arden by a long shot. Even the sneaky high priest had a distinctive role. Zarkov was good, but not the strongest character---and he always stood in the background during fight scenes holding Dale. Now we get to Flash: Flash, of course, was the strong point, the leader, the hero---and he did it well. Crabbe is a good actor and this role fit him perfectly.<br /><br />After watching this, I think I know where George Lucas got the main idea for Starwars. Watch this, you'll see what I mean.<br /><br />If you ever considered watching an old serial (or any serial for that matter), this should be your first choice. The only reason I didn't give this one a 10 is because of a few story holes that could have been fixed easily, the way the giant lizards seemed just tacked in there, and a couple of weak characters (king of shark-men & king of lion-men).",positive
"This is probably one of those films too many commented but undiscovered... This is probably one masterpiece of Spanish cinema like some Buñuel's masters-piece. ""15 days with you"" could be the better ""now and them"" re-visitation from others films of long-time ago: could be ""Midnight cowboy"" but could be also ""Les amants du Pont-Neuf"" or a realistic and non-spot-look (but most realistic) ""trainspotting"". This hard story has place to humour, love and obviously dramatic sense. In the new social Spanish cinema this little diamond could be the resurrection of the Italian neo realism mixed whit the best Ken Loach films.<br /><br />Probably the better film I discover in the last 10 years.",positive
"Bill Rebane's ""The Capture of Bigfoot"" is one of the most awful horror movies ever made.A greedy sawmill owner Harvey Olsen(Richard Kennedy)decides that he wants Bigfoot captured at all costs.However local game ranger Dave Garrett(Stafford Morgan)learns that the Bigfoot used to live in peace upset by a geological expedition,and sets out to protect the creature.There is nothing even remotely interesting in this piece of crap.The film is extremely dull and filled with horrible songs and cheap special effects.No gore,no suspense-just gigantic boredom.Avoid this horrible junk like the plague.",negative
"Currently playing at the 2007 German Film Festival in Australia http://www.goethe.de/ins/au/lp/prj/ff07/enindex.htm thanks to Peanutqueen and especially AriesGemini for her rundown on the actors in this ensemble cast.<br /><br />In Australia these movies were sub-titled in English and while French movies here often get a mainstream release, German movies are still to gather that sort of commercial audience. But like BMWs and Mercedes when Germans get it right I really like their films. Like PQ the time here went so quickly, lots of laughs from the audience as each of the 9 men and 9 women moved down the speed dating line 5 minutes at a time.<br /><br />While many films are overlong this one I could have watched much more of. It had the sort of characters and character development for a series. Given time I will re-read AriesGemini100 review and reference the actors I liked and their other work with a view to keeping an eye out from them. I agree....most of these actors will go onto bigger and better things. Some very good character actors in this fine film. I did see it in the program listed as a mockumentary. Mock or otherwise it felt very real. And quite romantic in it's way.<br /><br />Viva la Deutcsh!",positive
"Saw this on SBS TV here in Australia the other week, where it was titled ""Laputa: Castle in the sky"". I had enabled subtitles and I think SBS provided their own for that, which, as usual, was of very good quality.<br /><br />Just looked up ""Laputa"" on Wikipedia and it confirms what I suspected...the floating island of this tale is taken from the classic Jonathan Swift novel ""Gulliver's travels"", which was published in the early to mid 1700s.<br /><br />Anyway, this is an engaging Japanese fairytale, which features an English speaking voice-cast. It's suitable for young children, I think, but it does run at just over two hours in length, so it may be too long for some, though not for an adult like me.<br /><br />The story concerns two children who seek to find a legendary floating island which has a castle on it. The children are not the only ones looking for this island. They have pirates, the army and spies looking for the island too, and looking to capture the children (Sheeta, the girl, voiced by Anna Paquin, and Pazu, the boy, voiced by James Van Der Beek) in order to help them find it.<br /><br />The graphics are magnificent...sort of photo-realistic at times, especially the scenes of stonework lit by torch-light, or the pretty scenes of bright, sunny days, with white clouds, or mist.<br /><br />Recommended.",positive
"lovely. i just love the movie. i want to see this movie because Rupert Grint is a fantastic actor. his expressions are great, spectacular. the movie was excellent. Julie Walters it was perfect too. I think that Rupert is the only boy with red hair that i love. Rupert have a beautiful smile, a beautiful voice. and a wonderful accent. i think that the movie was great and was great see Rupert in another thing but harry potter. and its a very good actor, so it deserves that and more. he just have a golden globe but probably it deserves an Oscar academy award. there are some actors that do not act very well but have a Oscar anyway. it does not matter. but he is perfect, brilliant and beautiful",positive
